,datetime,lat,lon,elev,t,td,p,slp,ww,tw,wwflag,ti,area1_t,area2_t,area3_t,freezing_level1_t,freezing_level2_t,freezing_level3_t,lapse_rate_t,lowest_t,lowest_p_t,lowest_z_t,type_t,PA_t,NA_t,area1_tw,area2_tw,area3_tw,freezing_level1_tw,freezing_level2_tw,freezing_level3_tw,lapse_rate_tw,lowest_tw,lowest_p_tw,lowest_z_tw,type_tw,PA_tw,NA_tw,area1_ti,area2_ti,area3_ti,freezing_level1_ti,freezing_level2_ti,freezing_level3_ti,lapse_rate_ti,lowest_ti,lowest_p_ti,lowest_z_ti,type_ti,PA_ti,NA_ti,ID
59387,1994-05-13 12:00:00,   68.7800,  278.7600,    8.0000,   -0.7000,   -0.7000, 1013.0000, 1014.1000,   71.0000,   -0.7000,    2.0000,   -0.6624,   -1.4943,    0.7696, -280.5058,  215.2652,    0.0000,    0.0000,    2.4907,   -0.7000, 1013.0000,    7.0000,    2.0000,    0.7696,   -1.4943,   -1.6493,    0.6729, -308.4161,  203.6810,    0.0000,    0.0000,    3.1028,   -0.7387, 1013.0000,    7.0000,    2.0000,    0.6729,   -1.6493,   -1.5717,    0.6258, -296.2755,  202.5395,    0.0000,    0.0000,    2.9931,   -0.7019, 1013.0000,    7.0000,    2.0000,    0.6258,   -1.5717,71081
59747,1998-05-18 12:00:00,   68.7800,  278.7600,    8.0000,    0.0000,    0.0000,  996.9025,  997.9000,   67.0000,    0.0000,    1.0000,    0.0000,  -88.0970,   55.1779,    0.0000, 2245.5714,    0.0000,    0.0000,    6.0811,   -0.3000,  997.0000,    8.0000,    2.0000,   55.1779,  -88.0970, -108.0104,   42.0754,    0.0000, 2129.4403,    0.0000,    0.0000,    6.8023,   -0.4574,  997.0000,    8.0000,    2.0000,   42.0754, -108.0104, -104.3814,   38.3847,    0.0000, 2118.6519,    0.0000,    0.0000,    6.5438,   -0.4438,  997.0000,    8.0000,    2.0000,   38.3847, -104.3814,71081
61643,2005-10-22 12:00:00,   68.7800,  278.7600,    8.0000,   -2.0000,   -2.0000, 1027.5643, 1028.6000,   77.0000,   -2.0000,    2.0000,   -1.8994,  -15.2092,    9.1131,  -70.2371,nan,    0.0000,    0.0000,   -4.7176,   -1.7000, 1028.0000,nan,    2.0000,    9.1131,  -15.2092,  -35.0576,    0.4698,  -80.0776,nan,    0.0000,    0.0000,   -2.3250,   -1.9180, 1028.0000,nan,    2.0000,    0.4698,  -35.0576,  -35.2985,    0.4248,  -76.2848,nan,    0.0000,    0.0000,   -2.0417,   -1.8380, 1028.0000,nan,    2.0000,    0.4248,  -35.2985,71081
61644,2005-10-23 00:00:00,   68.7800,  278.7600,    8.0000,   -1.0000,   -1.0000, 1025.9697, 1027.0000,   66.0000,   -1.0000,    1.0000,   -0.9473,   -6.1868,   26.2871,  -67.7847,nan,    0.0000,    0.0000,   -4.9003,   -1.5000, 1026.0000,nan,    2.0000,   26.2871,   -6.1868,  -17.4961,   12.9953,  -85.1093,nan,    0.0000,    0.0000,   -4.6911,   -1.7918, 1026.0000,nan,    2.0000,   12.9953,  -17.4961,  -17.6133,   11.4918,  -81.7164,nan,    0.0000,    0.0000,   -4.4253,   -1.7231, 1026.0000,nan,    2.0000,   11.4918,  -17.6133,71081
64920,1985-07-07 12:00:00,   82.5000,  297.6700,   63.0000,    0.0000,    0.0000,  996.3000, 1004.8000,   77.0000,    0.0000,    2.0000,    0.0000,  -32.9578,    1.8425,  -98.2011,  959.2143,    0.0000,    0.0000,    1.2750,   -0.5000,  996.7000,   66.0000,    2.0000,    1.8425,  -32.9578,  -32.9578,    1.3161, -126.7115,  900.4603,    0.0000,    0.0000,    1.2750,   -0.5000,  996.7000,   66.0000,    2.0000,    1.3161,  -32.9578,  -31.2060,    1.2126, -122.2012,  897.7690,    0.0000,    0.0000,    1.2044,   -0.4726,  996.7000,   66.0000,    2.0000,    1.2126,  -31.2060,71082
64928,1985-08-05 00:00:00,   82.5000,  297.6700,   63.0000,   -2.1000,   -2.3000,  999.7000, 1008.3000,   77.0000,   -2.1800,    2.0000,   -2.0691,  -62.6492,   39.7127,  -30.7698, 1382.5000,    0.0000,    0.0000,   -2.3013,   -2.0000,  999.7000,   66.0000,    2.0000,   39.7127,  -62.6492,  -65.5887,    0.0713, -155.2574,  722.4820,    0.0000,    0.0000,   -2.6087,   -2.1469,  999.7000,   66.0000,    2.0000,    0.0713,  -65.5887,  -62.8836,    0.0047, -159.1994,  720.5799,    0.0000,    0.0000,   -2.5088,   -2.0493,  999.7000,   66.0000,    2.0000,    0.0047,  -62.8836,71082
67520,1982-02-17 12:00:00,   50.6800,  232.6300,   22.0000,    0.6000,    0.1000, 1006.7000, 1009.4000,   85.0000,    0.3900,    2.0000,    0.3612,   -0.0231,   67.1574, -196.9560,  773.9412,    0.0000,    0.0000,  -16.9960,   -0.3000, 1007.0000,   17.0000,    2.0000,   67.1574,   -0.0231,   -0.1132,   32.8426, -233.6807,  575.8154,    0.0000,    0.0000,  -10.3269,   -0.6849, 1007.0000,   17.0000,    2.0000,   32.8426,   -0.1132,   -0.1171,   28.8023, -226.3325,  554.4769,    0.0000,    0.0000,   -9.2788,   -0.6763, 1007.0000,   17.0000,    2.0000,   28.8023,   -0.1171,71109
67807,1983-12-26 00:00:00,   50.6800,  232.6300,   22.0000,    2.2000,   -2.7000,  995.9000,  998.5000,   61.0000,    0.2500,    1.0000,    0.1639,    9.6340,  -35.4169,   82.4585,  264.4186, 2338.6667,    0.0000,    7.9526,    1.6000,  997.0000,   17.0000,    1.0000,    9.6340,nan,  -64.3338,   75.8230,    0.0000, 2294.4241,    0.0000,    0.0000,    7.0155,   -0.0742,  997.0000,   17.0000,    2.0000,   75.8230,  -64.3338,  -64.0406,   70.4242,    0.0000, 2290.1809,    0.0000,    0.0000,    6.6247,   -0.1908,  997.0000,   17.0000,    2.0000,   70.4242,  -64.0406,71109
77742,1991-02-19 12:00:00,   45.9500,  282.6800,  130.0000,   -5.1000,   -6.6000, 1000.6000, 1016.9000,   79.0000,   -5.5800,    2.0000,   -5.3675, -176.0703,   75.6068,    0.0000, 2263.4468,    0.0000,    0.0000,   -0.0000,   -5.1000, 1000.0000,  130.0000,    2.0000,   75.6068, -176.0703, -184.7390,   64.7114,    0.0000, 2179.9423,    0.0000,    0.0000,   -0.6566,   -5.7135, 1000.0000,  130.0000,    2.0000,   64.7114, -184.7390, -177.3466,   59.5264,    0.0000, 2172.6084,    0.0000,    0.0000,   -0.7113,   -5.5223, 1000.0000,  130.0000,    2.0000,   59.5264, -177.3466,71625
78016,1995-03-13 12:00:00,   46.8000,  288.6000,   73.0000,   -0.3000,   -2.9000, 1020.0000, 1029.4000,   66.0000,   -1.2900,    1.0000,   -1.2569,  -33.6234,  147.5381,    0.0000, 2520.0492,    0.0000,    0.0000,   -0.6897,   -2.3000, 1008.0000,  178.0000,    2.0000,  147.5381,  -33.6234,  -49.2856,  137.1156,    0.0000, 2475.7836,    0.0000,    0.0000,   -1.3376,   -2.7913, 1008.0000,  178.0000,    2.0000,  137.1156,  -49.2856,  -47.9271,  126.8223,    0.0000, 2469.8299,    0.0000,    0.0000,   -1.3375,   -2.6931, 1008.0000,  178.0000,    2.0000,  126.8223,  -47.9271,71714
78976,1984-11-12 00:00:00,   46.3800,  284.0300,  170.0000,    0.6000,    0.0000,  986.9000, 1008.0000,   61.0000,    0.3500,    1.0000,    0.3180,    0.8138,  -38.4759,   21.4701,   75.4545, 1562.2979,    0.0000,    7.9518,    0.6000,  987.0000,  170.0000,    1.0000,    0.8138,nan,  -40.0339,   20.5118,nan,   48.2900, 1555.2075,    0.0000,    7.3628,    0.3555,  987.0000,  170.0000,    2.0000,   20.5118,  -40.0339,  -38.2123,   19.0247,nan,   45.8326, 1552.8864,    0.0000,    6.9383,    0.3180,  987.0000,  170.0000,    2.0000,   19.0247,  -38.2123,71722
79133,1985-11-13 00:00:00,   46.3800,  284.0300,  170.0000,   -2.1000,   -2.2000,  999.1000, 1020.6000,   77.0000,   -2.1400,    2.0000,   -2.0312,  -79.9958,    0.2818,  -31.3097, 1013.1538,    0.0000,    0.0000,    4.8257,   -2.1000,  999.0000,  170.0000,    2.0000,    0.2818,  -79.9958,  -80.2455,    0.2818,  -33.9211, 1013.1538,    0.0000,    0.0000,    4.7268,   -2.1369,  999.0000,  170.0000,    2.0000,    0.2818,  -80.2455,  -76.3918,    0.2635,  -32.1371, 1013.0673,    0.0000,    0.0000,    4.5077,   -2.0312,  999.0000,  170.0000,    2.0000,    0.2635,  -76.3918,71722
79195,1986-01-17 12:00:00,   46.3800,  284.0300,  170.0000,   -7.5000,   -9.6000,  994.7000, 1016.2000,   71.0000,   -8.1000,    2.0000,   -7.8235, -140.5137,   90.6087,   -2.8411, 1806.2424,    0.0000,    0.0000,   -4.7904,   -7.9000,  995.0000,  170.0000,    2.0000,   90.6087, -140.5137, -166.3618,   75.5272,   -3.0936, 1806.2424,    0.0000,    0.0000,   -4.5297,   -8.4891,  995.0000,  170.0000,    2.0000,   75.5272, -166.3618, -162.2696,   69.7387,   -2.9213, 1805.8419,    0.0000,    0.0000,   -4.4316,   -8.2308,  995.0000,  170.0000,    2.0000,   69.7387, -162.2696,71722
79932,1991-02-19 12:00:00,   46.3800,  284.0300,  170.0000,   -5.0000,   -5.5000,  996.4000, 1018.1000,   68.0000,   -5.1700,    1.0000,   -4.9483, -170.3984,   10.7301,   -1.2193, 1879.8605,    0.0000,    0.0000,   -3.7895,   -6.1000,  997.0000,  170.0000,    2.0000,   10.7301, -170.3984, -171.4191,    8.9148,   -1.7143, 1855.9615,    0.0000,    0.0000,   -4.3021,   -6.3435,  997.0000,  170.0000,    2.0000,    8.9148, -171.4191, -163.3948,    8.1959,   -1.6754, 1852.9345,    0.0000,    0.0000,   -4.2253,   -6.1026,  997.0000,  170.0000,    2.0000,    8.1959, -163.3948,71722
80140,1992-11-11 00:00:00,   46.3800,  284.0300,  170.0000,    0.7000,   -0.2000, 1000.3000, 1022.0000,   61.0000,    0.3200,    1.0000,    0.2928,    1.0597,   -3.7102,   41.6518,  132.3636, 1388.1429,    0.0000,   -1.8663,    0.4000, 1002.0000,  170.0000,    1.0000,    1.0597,nan,  -10.8952,   21.3436,nan,   16.7676, 1302.9436,    0.0000,   -1.4833,    0.0035, 1002.0000,  170.0000,    2.0000,   21.3436,  -10.8952,  -10.9778,   18.7951,  -19.1978, 1293.7595,    0.0000,    0.0000,   -1.3709,   -0.0253, 1002.0000,  170.0000,    2.0000,   18.7951,  -10.9778,71722
81237,1983-02-04 00:00:00,   53.3200,  299.5800,   49.0000,   -8.4000,  -10.3000, 1002.9000, 1009.1000,   68.0000,   -8.9100,    1.0000,   -8.6263, -201.6679,    5.5940,  -22.9675, 1534.5581,    0.0000,    0.0000,  -11.2360,   -8.7000, 1005.0000,   36.0000,    2.0000,    5.5940, -201.6679, -210.3282,    1.7219,  -28.1664, 1470.0670,    0.0000,    0.0000,  -11.6534,   -9.0164, 1005.0000,   36.0000,    2.0000,    1.7219, -210.3282, -202.1103,    1.4243,  -27.0099, 1464.8251,    0.0000,    0.0000,  -11.4239,   -8.7263, 1005.0000,   36.0000,    2.0000,    1.4243, -202.1103,71816
81605,1984-12-13 12:00:00,   53.3200,  299.5800,   49.0000,   -1.3000,   -2.0000,  998.7000, 1004.8000,   66.0000,   -1.5700,    1.0000,   -1.5008,   -3.3960,    2.9271, -152.4913,  374.6667,    0.0000,    0.0000,   -2.8340,   -1.7000, 1001.0000,   36.0000,    2.0000,    2.9271,   -3.3960,   -3.9622,    1.5250, -161.9305,  328.2041,    0.0000,    0.0000,   -2.9772,   -1.8118, 1001.0000,   36.0000,    2.0000,    1.5250,   -3.9622,   -3.8057,    1.3482, -154.0934,  323.8488,    0.0000,    0.0000,   -2.8389,   -1.7270, 1001.0000,   36.0000,    2.0000,    1.3482,   -3.8057,71816
82678,1990-10-14 12:00:00,   53.3200,  299.5800,   49.0000,    1.1000,   -0.3000, 1009.9000, 1015.9000,   87.0000,    0.5200,    1.0000,    0.4682,   24.1253,  -15.2639,    0.3715,  710.5263, 1355.3333, 2921.6923,    0.9409,    0.6000, 1012.0000,   38.0000,    1.0000,   24.1253,nan,   -0.0129,   18.7613, -129.4521,  704.3668, 2868.8779,    0.0000,    0.0002,   -0.0999, 1012.0000,   38.0000,    2.0000,   18.7613,   -0.0129,   -0.0283,   17.2885, -130.6792,  703.7713, 2864.3462,    0.0000,   -0.0685,   -0.1452, 1012.0000,   38.0000,    2.0000,   17.2885,   -0.0283,71816
82904,1992-03-11 00:00:00,   53.3200,  299.5800,   49.0000,   -1.1000,   -1.9000, 1004.2000, 1010.3000,   71.0000,   -1.4100,    2.0000,   -1.3498,  -49.2986,    2.7773,  -30.9786, 1156.2727,    0.0000,    0.0000,    2.7855,   -0.9000, 1005.0000,   36.0000,    2.0000,    2.7773,  -49.2986,  -68.8836,    2.7530,  -31.2299, 1156.2727,    0.0000,    0.0000,    2.8301,   -1.0908, 1005.0000,   36.0000,    2.0000,    2.7530,  -68.8836,  -66.8543,    2.5801,  -29.4180, 1156.1526,    0.0000,    0.0000,    2.6932,   -1.0471, 1005.0000,   36.0000,    2.0000,    2.5801,  -66.8543,71816
83094,1993-04-18 00:00:00,   53.3200,  299.5800,   49.0000,   -0.8000,   -1.4000, 1007.5000, 1013.7000,   66.0000,   -1.0400,    1.0000,   -0.9912,  -71.7666,  128.2912,    0.0000, 2201.1212,    0.0000,    0.0000,    3.8627,   -0.3000, 1009.0000,   36.0000,    2.0000,  128.2912,  -71.7666,  -72.5383,  125.7991,    0.0000, 2165.4584,    0.0000,    0.0000,    3.9161,   -0.3000, 1009.0000,   36.0000,    2.0000,  125.7991,  -72.5383,  -68.9794,  116.4288,    0.0000, 2162.2913,    0.0000,    0.0000,    3.7224,   -0.2836, 1009.0000,   36.0000,    2.0000,  116.4288,  -68.9794,71816
83451,1995-11-16 12:00:00,   53.3200,  299.5800,   49.0000,    1.8000,    1.5000, 1015.5000, 1021.7000,   61.0000,    1.6700,    1.0000,    1.5655,    3.6427,   -0.1351,  270.7999,  127.0588, 2840.4902,    0.0000,    1.0780,    1.6000, 1017.0000,   36.0000,    1.0000,    3.6427,nan,  -59.0578,  255.4914,nan,   29.4721, 2793.1011,    0.0000,    1.0343,    1.4330, 1017.0000,   36.0000,    2.0000,  255.4914,  -59.0578,  -62.2345,  235.6758,nan,   27.0740, 2790.2618,    0.0000,    0.9710,    1.3373, 1017.0000,   36.0000,    2.0000,  235.6758,  -62.2345,71816
83980,1998-10-28 00:00:00,   53.3200,  299.5800,   49.0000,    4.3000,   -5.9000, 1002.4000, 1008.5000,   80.0000,    0.4700,    1.0000,    0.3118,   30.1521,  -38.8595,    8.7980,  463.8163, 1607.2857,    0.0000,    8.1164,    3.8000, 1004.0000,   36.0000,    1.0000,   30.1521,nan, -119.0685,    4.2542,  -12.3377, 1515.9179,    0.0000,    0.0000,    6.1654,   -0.0219, 1004.0000,   36.0000,    2.0000,    4.2542, -119.0685, -121.6714,    3.7411,  -11.9175, 1509.1683,    0.0000,    0.0000,    5.7503,   -0.2980, 1004.0000,   36.0000,    2.0000,    3.7411, -121.6714,71816
84321,1999-11-28 00:00:00,   53.3200,  299.5800,   49.0000,   -0.2000,   -0.2000,  992.4000,  998.5000,   66.0000,   -0.2000,    1.0000,   -0.1889,   -0.7764,  122.4518,    0.0000, 2377.9697,    0.0000,    0.0000,   -1.8836,   -0.3000,  995.0000,   36.0000,    2.0000,  122.4518,   -0.7764,   -2.5149,  105.9800,    0.0000, 2245.2532,    0.0000,    0.0000,   -1.9928,   -0.5351,  995.0000,   36.0000,    2.0000,  105.9800,   -2.5149,   -2.5437,   97.8314,    0.0000, 2234.4183,    0.0000,    0.0000,   -1.8879,   -0.5230,  995.0000,   36.0000,    2.0000,   97.8314,   -2.5437,71816
87436,2014-12-12 00:00:00,   53.3200,  299.5800,   49.0000,  -10.9000,  -13.6000, 1016.3000, 1022.7000,   79.0000,  -11.5200,    2.0000,  -11.2104, -305.1611,   65.6837,    0.0000,nan,    0.0000,    0.0000,   -6.9428,  -11.5000, 1019.0000,nan,    2.0000,   65.6837, -305.1611, -318.0076,   60.6199,    0.0000,nan,    0.0000,    0.0000,   -7.2944,  -12.0397, 1019.0000,nan,    2.0000,   60.6199, -318.0076, -305.7960,   56.0983,    0.0000,nan,    0.0000,    0.0000,   -7.2329,  -11.7419, 1019.0000,nan,    2.0000,   56.0983, -305.7960,71816
89171,1989-11-17 00:00:00,   53.7600,  286.3200,  306.0000,   -6.5000,   -7.5000,  947.8000,  985.6000,   79.0000,   -6.8200,    2.0000,   -6.5505, -217.1658,   99.7996,    0.0000, 2496.5455,    0.0000,    0.0000,    1.6293,   -6.7000,  949.0000,  313.0000,    2.0000,   99.7996, -217.1658, -210.8266,   87.4814,    0.0000, 2369.6363,    0.0000,    0.0000,    5.3966,   -7.0922,  949.0000,  313.0000,    2.0000,   87.4814, -210.8266, -203.6042,   80.3836,    0.0000, 2362.6941,    0.0000,    0.0000,    5.1483,   -6.8355,  949.0000,  313.0000,    2.0000,   80.3836, -203.6042,71823
89451,1990-11-22 12:00:00,   53.7600,  286.3200,  306.0000,    0.1000,   -1.8000,  967.1000, 1005.0000,   61.0000,   -0.6700,    1.0000,   -0.6610, -124.0112,   77.2261,    0.0000, 2463.4186,    0.0000,    0.0000,    8.9888,   -0.3000,  967.0000,  313.0000,    2.0000,   77.2261, -124.0112, -131.9566,   77.2261,    0.0000, 2463.4186,    0.0000,    0.0000,    6.7814,   -1.2823,  967.0000,  313.0000,    2.0000,   77.2261, -131.9566, -125.9447,   71.7354,    0.0000, 2462.6709,    0.0000,    0.0000,    6.3065,   -1.2859,  967.0000,  313.0000,    2.0000,   71.7354, -125.9447,71823
89755,1992-01-04 12:00:00,   53.7600,  286.3200,  306.0000,   -4.7000,   -6.5000,  979.1000, 1017.7000,   66.0000,   -5.2900,    1.0000,   -5.0887, -106.5560,   38.1919,  -56.3382, 1261.0000,    0.0000,    0.0000,    3.2941,   -5.1000,  980.0000,  307.0000,    2.0000,   38.1919, -106.5560, -151.0778,    7.7468,  -56.4191, 1246.1690,    0.0000,    0.0000,    2.1938,   -5.6632,  980.0000,  307.0000,    2.0000,    7.7468, -151.0778, -149.4601,    6.7858,  -53.5763, 1244.6470,    0.0000,    0.0000,    2.0159,   -5.4656,  980.0000,  307.0000,    2.0000,    6.7858, -149.4601,71823
92004,2001-04-13 00:00:00,   53.7600,  286.3200,  306.0000,    2.0000,    1.0000,  961.1968,  998.4000,   61.0000,    1.5500,    1.0000,    1.4451,   29.8039,  -90.0991,   11.2437,nan,    0.0000,    0.0000,    6.0101,    3.0000,  964.0000,nan,    1.0000,   29.8039,nan,    1.5120, -129.0775,    7.9790,nan,    0.0000,    0.0000,    7.0545,    1.0931,  964.0000,nan,    1.0000,    1.5120,nan, -127.0019,    7.2706,nan,nan,    0.0000,    0.0000,    6.7500,    0.8977,  964.0000,nan,    2.0000,    7.2706, -127.0019,71823
92588,2002-12-21 00:00:00,   53.7600,  286.3200,  306.0000,   -1.0000,   -1.0000,  955.0205,  992.4000,   61.0000,   -1.0000,    1.0000,   -0.9452,  -89.1422,    2.0058,  -29.8700,nan,    0.0000,    0.0000,    6.7290,   -0.9000,  955.0000,nan,    2.0000,    2.0058,  -89.1422,  -91.5823,    2.0058,  -29.9339,nan,    0.0000,    0.0000,    6.2656,   -1.1355,  955.0000,nan,    2.0000,    2.0058,  -91.5823,  -87.1667,    1.8801,  -28.1580,nan,    0.0000,    0.0000,    5.9350,   -1.0909,  955.0000,nan,    2.0000,    1.8801,  -87.1667,71823
94940,1983-05-27 00:00:00,   51.2700,  279.3500,   10.0000,   -0.4000,   -1.0000, 1013.4000, 1014.7000,   61.0000,   -0.6400,    1.0000,   -0.6147,  -49.4196,   35.1731,  -38.7472, 1350.8276,    0.0000,    0.0000,   -2.5424,   -0.3000, 1013.0000,   10.0000,    2.0000,   35.1731,  -49.4196,  -55.1904,   26.9749,  -47.4339, 1289.3225,    0.0000,    0.0000,   -2.2311,   -0.4172, 1013.0000,   10.0000,    2.0000,   26.9749,  -55.1904,  -52.9590,   24.7344,  -45.4621, 1284.4342,    0.0000,    0.0000,   -2.0811,   -0.4031, 1013.0000,   10.0000,    2.0000,   24.7344,  -52.9590,71836
95642,1987-05-22 00:00:00,   51.2700,  279.3500,   10.0000,   -1.6000,   -3.0000, 1022.6000, 1023.9000,   66.0000,   -2.1200,    1.0000,   -2.0345, -162.0602,   16.0603,   -0.0299, 1957.0000, 2983.3077,    0.0000,    9.4033,   -1.3000, 1022.0000,   10.0000,    2.0000,   16.0603, -162.0602, -175.6126,   16.0603,   -0.0299, 1957.0000, 2983.3077,    0.0000,    8.7404,   -1.6665, 1022.0000,   10.0000,    2.0000,   16.0603, -175.6126, -168.9066,   15.0362,   -0.0276, 1957.3513, 2983.2585,    0.0000,    8.3485,   -1.6092, 1022.0000,   10.0000,    2.0000,   15.0362, -168.9066,71836
96017,1989-11-01 00:00:00,   51.2700,  279.3500,   10.0000,    1.4000,    1.0000, 1006.3000, 1007.6000,   71.0000,    1.2300,    2.0000,    1.1494,    1.0583, -117.4210,   12.6451,  101.6923, 1872.7887,    0.0000,    5.3125,    0.6000, 1008.0000,   10.0000,    1.0000,    1.0583,nan, -117.9891,   11.8621,nan,   87.2816, 1865.9281,    0.0000,    5.0583,    0.5187, 1008.0000,   10.0000,    2.0000,   11.8621, -117.9891, -112.3391,   10.9815,nan,   86.0660, 1862.8872,    0.0000,    4.7621,    0.4834, 1008.0000,   10.0000,    2.0000,   10.9815, -112.3391,71836
96441,1992-04-22 12:00:00,   51.2700,  279.3500,   10.0000,   -1.6000,   -4.6000, 1012.1000, 1013.4000,   79.0000,   -2.6700,    2.0000,   -2.5849,   -9.2376,  202.5223,   -0.0572, 1977.7660,    0.0000,    0.0000,  -12.2936,   -1.3000, 1012.0000,   10.0000,    2.0000,  202.5223,   -9.2376,  -27.4405,   76.9400,  -85.5464, 1061.0949,    0.0000,    0.0000,  -14.6723,   -2.5964, 1012.0000,   10.0000,    2.0000,   76.9400,  -27.4405,  -28.0119,   68.8050,  -93.4360, 1050.0524,    0.0000,    0.0000,  -13.9260,   -2.5699, 1012.0000,   10.0000,    2.0000,   68.8050,  -28.0119,71836
98144,1979-10-26 12:00:00,   53.9700,  258.9000,  271.0000,    1.0000,   -1.0000,  974.2000, 1007.6000,   66.0000,    0.1700,    1.0000,    0.1287,    0.5321,  -10.0052,   41.5278,   74.1053, 1154.6667,    0.0000,   -3.3501,    0.4000,  975.0000,  270.0000,    1.0000,    0.5321,nan,  -17.3201,   23.2467,  -52.7300, 1091.7756,    0.0000,    0.0000,   -2.8432,   -0.3850,  975.0000,  270.0000,    2.0000,   23.2467,  -17.3201,  -17.0000,   20.6537,  -49.8757, 1086.2300,    0.0000,    0.0000,   -2.6462,   -0.4201,  975.0000,  270.0000,    2.0000,   20.6537,  -17.0000,71867
98306,1981-03-30 00:00:00,   53.9700,  258.9000,  271.0000,    0.0000,   -1.0000,  969.1000, 1002.4000,   66.0000,   -0.4100,    1.0000,   -0.4048,   -0.1934,   48.1143,  -87.0255,  966.4516,    0.0000,    0.0000,   -5.7312,   -0.3000,  969.0000,  273.0000,    2.0000,   48.1143,   -0.1934,   -0.7897,   40.1499,  -87.1764,  949.5299,    0.0000,    0.0000,   -5.4509,   -0.6555,  969.0000,  273.0000,    2.0000,   40.1499,   -0.7897,   -0.8047,   37.0874,  -82.4118,  947.7467,    0.0000,    0.0000,   -5.1026,   -0.6451,  969.0000,  273.0000,    2.0000,   37.0874,   -0.8047,71867
98316,1981-04-12 12:00:00,   53.9700,  258.9000,  271.0000,   -2.0000,   -5.0000,  976.4000, 1009.9000,   71.0000,   -3.0800,    2.0000,   -2.9714,  -32.0495,    1.9020,   -4.1915,  522.8462, 1023.5556,    0.0000,   -6.8493,   -1.9000,  978.0000,  273.0000,    2.0000,    1.9020,  -32.0495,  -63.8785,    0.8376, -191.7959,  975.3518,    0.0000,    0.0000,   -4.5572,   -3.2525,  978.0000,  273.0000,    2.0000,    0.8376,  -63.8785,  -62.9519,    0.7752, -188.2898,  973.8579,    0.0000,    0.0000,   -4.2086,   -3.2004,  978.0000,  273.0000,    2.0000,    0.7752,  -62.9519,71867
98590,1983-05-10 12:00:00,   53.9700,  258.9000,  271.0000,   -1.7000,   -2.4000,  981.0000, 1014.4000,   71.0000,   -1.9700,    2.0000,   -1.8795,  -77.7812,    8.0194,  -29.9742, 1193.6842,    0.0000,    0.0000,    5.0336,   -1.5000,  979.0000,  273.0000,    2.0000,    8.0194,  -77.7812,  -84.8588,    4.9200,  -35.8358, 1119.8632,    0.0000,    0.0000,    4.7014,   -1.8735,  979.0000,  273.0000,    2.0000,    4.9200,  -84.8588,  -81.2974,    4.4319,  -34.1393, 1113.3237,    0.0000,    0.0000,    4.4672,   -1.8043,  979.0000,  273.0000,    2.0000,    4.4319,  -81.2974,71867
99285,1987-11-03 12:00:00,   53.9700,  258.9000,  271.0000,    0.7000,   -2.6000,  970.2000, 1003.5000,   80.0000,   -0.6200,    1.0000,   -0.6297,    0.3737,   -0.2489,  152.5647,   53.1429, 1337.1304,    0.0000,  -11.7886,    0.4000,  971.0000,  273.0000,    1.0000,    0.3737,nan,   -2.6617,   54.6876,  -40.9116, 1276.4201,    0.0000,    0.0000,   -7.5416,   -0.9573,  971.0000,  273.0000,    2.0000,   54.6876,   -2.6617,   -2.7541,    2.5475,   -0.0143,  260.6140, 1267.9799,    0.0000,   -6.8317,   -1.0046,  971.0000,  273.0000,    2.0000,    2.5475,   -2.7541,71867
99853,1992-02-03 00:00:00,   53.9700,  258.9000,  271.0000,   -4.0000,   -4.9000,  986.6000, 1020.7000,   71.0000,   -4.3100,    2.0000,   -4.1283,  -96.1328,   48.4287,  -17.1766, 1646.4146,    0.0000,    0.0000,   -3.1111,   -3.9000,  986.0000,  273.0000,    2.0000,   48.4287,  -96.1328, -121.2914,    0.0878, -115.6623,  947.6909,    0.0000,    0.0000,   -2.5700,   -4.2037,  986.0000,  273.0000,    2.0000,    0.0878, -121.2914, -117.6898,    0.0007, -120.5134,  920.5709,    0.0000,    0.0000,   -2.4413,   -4.0333,  986.0000,  273.0000,    2.0000,    0.0007, -117.6898,71867
100249,1995-03-17 00:00:00,   53.9700,  258.9000,  271.0000,   -3.4000,   -5.3000,  987.9000, 1022.4000,   71.0000,   -4.0600,    2.0000,   -3.8984, -174.2048,    3.6123,  -28.5864, 1309.0196,    0.0000,    0.0000,    5.5769,   -3.5000,  988.0000,  273.0000,    2.0000,    3.6123, -174.2048, -179.8862,    3.5820,  -28.9044, 1308.0464,    0.0000,    0.0000,    4.2397,   -4.1954,  988.0000,  273.0000,    2.0000,    3.5820, -179.8862, -172.4143,    3.3436,  -27.3564, 1307.1928,    0.0000,    0.0000,    3.9734,   -4.0574,  988.0000,  273.0000,    2.0000,    3.3436, -172.4143,71867
100623,1998-02-17 12:00:00,   53.9700,  258.9000,  271.0000,   -0.5000,   -1.1000,  984.0000, 1017.9000,   71.0000,   -0.7400,    2.0000,   -0.7120,  -29.6795,    1.4151,  -88.5183,  745.7059,    0.0000,    0.0000,   -0.8048,   -0.7000,  985.0000,  273.0000,    2.0000,    1.4151,  -29.6795,  -30.9242,    1.4151,  -88.5183,  745.7059,    0.0000,    0.0000,   -1.2736,   -0.9330,  985.0000,  273.0000,    2.0000,    1.4151,  -30.9242,  -29.3885,    1.3290,  -83.5789,  745.4929,    0.0000,    0.0000,   -1.2412,   -0.8997,  985.0000,  273.0000,    2.0000,    1.3290,  -29.3885,71867
